date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
01:46:29	265948/265948	---MCZ	200	added ('OK')	text/html	date:Fri,%2010%20Dec%202021%2017:45:50%20GMT	https://chapterone.qodeinteractive.com/	C:/Users/q/Downloads/BookLover/n/chapterone.qodeinteractive.com/index.html	(from )
01:46:30	134/134	---MCZ	200	added ('OK')	text/plain	date:Fri,%2010%20Dec%202021%2022:46:30%20GMT	https://chapterone.qodeinteractive.com/robots.txt		(from )
01:46:30	53907/53907	---MCZ	200	added ('OK')	text/css	date:Thu,%2008%20Oct%202020%2012:40:10%20GMT	https://chapterone.qodeinteractive.com/wp-includes/css/dist/block-library/style.min.css?ver=5.5.7	C:/Users/q/Downloads/BookLover/n/chapterone.qodeinteractive.com/wp-includes/css/dist/block-library/style.min234e.css	(from https://chapterone.qodeinteractive.com/)
01:46:30	14722/14722	---MCZ	200	added ('OK')	text/css	date:Thu,%2015%20Jul%202021%2003:15:23%20GMT	https://chapterone.qodeinteractive.com/wp-content/plugins/woocommerce/packages/woocommerce-blocks/build/style.css?ver=2.3.0	C:/Users/q/Downloads/BookLover/n/chapterone.qodeinteractive.com/wp-content/plugins/woocommerce/packages/woocommerce-blocks/build/stylea1ec.css	(from https://chapterone.qodeinteractive.com/)
01:46:30	1596/1596	---MCZ	200	added ('OK')	text/css	date:Thu,%2008%20Oct%202020%2012:41:51%20GMT	https://chapterone.qodeinteractive.com/wp-content/plugins/contact-form-7/includes/css/styles.css?ver=5.2.2	C:/Users/q/Downloads/BookLover/n/chapterone.qodeinteractive.com/wp-content/plugins/contact-form-7/includes/css/stylesbb49.css	(from https://chapterone.qodeinteractive.com/)
01:46:31	7504/7504	---MCZ	200	added ('OK')	text/css	etag:W/%225e4e4f3b-1d50%22	https://export.qodethemes.com/_toolbar/assets/css/rbt-modules.css?ver=5.5.7	C:/Users/q/Downloads/BookLover/n/export.qodethemes.com/_toolbar/assets/css/rbt-modules234e.css	(from https://chapterone.qodeinteractive.com/)
01:46:31	46755/46755	---MCZ	200	added ('OK')	text/css	date:Mon,%2023%20Sep%202019%2012:21:51%20GMT	https://chapterone.qodeinteractive.com/wp-content/plugins/revslider/public/assets/css/rs6.css?ver=6.1.2	C:/Users/q/Downloads/BookLover/n/chapterone.qodeinteractive.com/wp-content/plugins/revslider/public/assets/css/rs6658f.css	(from https://chapterone.qodeinteractive.com/)
01:46:31	13677/13677	---MCZ	200	added ('OK')	text/css	date:Fri,%2021%20May%202021%2010:47:09%20GMT	https://chapterone.qodeinteractive.com/wp-content/plugins/qi-addons-for-elementor/assets/plugins/swiper/swiper.min.css?ver=5.5.7	C:/Users/q/Downloads/BookLover/n/chapterone.qodeinteractive.com/wp-content/plugins/qi-addons-for-elementor/assets/plugins/swiper/swiper.min234e.css	(from https://chapterone.qodeinteractive.com/)
01:46:31	85685/85685	---MCZ	200	added ('OK')	text/css	date:Fri,%2021%20May%202021%2010:47:09%20GMT	https://chapterone.qodeinteractive.com/wp-content/plugins/qi-addons-for-elementor/assets/css/grid.min.css?ver=5.5.7	C:/Users/q/Downloads/BookLover/n/chapterone.qodeinteractive.com/wp-content/plugins/qi-addons-for-elementor/assets/css/grid.min234e.css	(from https://chapterone.qodeinteractive.com/)
01:46:31	49526/49526	---MC-	200	added ('OK')	application/rss+xml	etag:%22f403a0b8c2dc1e7e72f3693eb6768bca%22	https://chapterone.qodeinteractive.com/feed/	C:/Users/q/Downloads/BookLover/n/chapterone.qodeinteractive.com/feed/index.html	(from https://chapterone.qodeinteractive.com/)
01:46:31	10038/10038	---MC-	200	added ('OK')	application/rss+xml	etag:%229897c5a830a2a29fbc7ff1e081e3d2f7%22	https://chapterone.qodeinteractive.com/comments/feed/	C:/Users/q/Downloads/BookLover/n/chapterone.qodeinteractive.com/comments/feed/index.html	(from https://chapterone.qodeinteractive.com/)
01:46:31	14303/14303	---MCZ	200	added ('OK')	text/css	date:Fri,%2021%20May%202021%2010:47:09%20GMT	https://chapterone.qodeinteractive.com/wp-content/plugins/qi-addons-for-elementor/assets/css/helper-parts.min.css?ver=5.5.7	C:/Users/q/Downloads/BookLover/n/chapterone.qodeinteractive.com/wp-content/plugins/qi-addons-for-elementor/assets/css/helper-parts.min234e.css	(from https://chapterone.qodeinteractive.com/)
01:46:32	0/0	---M--	200	added ('OK')	text/css	date:Fri,%2021%20May%202021%2011:08:44%20GMT	https://chapterone.qodeinteractive.com/wp-content/plugins/qi-addons-for-elementor/assets/css/main.min.css?ver=5.5.7	C:/Users/q/Downloads/BookLover/n/chapterone.qodeinteractive.com/wp-content/plugins/qi-addons-for-elementor/assets/css/main.min234e.css	(from https://chapterone.qodeinteractive.com/)
01:46:32	0/0	---M--	200	added ('OK')	text/css	date:Wed,%2025%20Sep%202019%2008:35:36%20GMT	https://chapterone.qodeinteractive.com/wp-content/themes/chapterone/style.css?ver=5.5.7	C:/Users/q/Downloads/BookLover/n/chapterone.qodeinteractive.com/wp-content/themes/chapterone/style234e.css	(from https://chapterone.qodeinteractive.com/)
01:46:32	479984/479984	---MCZ	200	added ('OK')	text/css	date:Mon,%2007%20Oct%202019%2010:24:49%20GMT	https://chapterone.qodeinteractive.com/wp-content/themes/chapterone/assets/css/modules.min.css?ver=5.5.7	C:/Users/q/Downloads/BookLover/n/chapterone.qodeinteractive.com/wp-content/themes/chapterone/assets/css/modules.min234e.css	(from https://chapterone.qodeinteractive.com/)
01:46:32	9334/9334	---MCZ	200	added ('OK')	text/css	date:Thu,%2026%20Sep%202019%2013:26:29%20GMT	https://chapterone.qodeinteractive.com/wp-content/themes/chapterone/framework/lib/icons-pack/dripicons/dripicons.css?ver=5.5.7	C:/Users/q/Downloads/BookLover/n/chapterone.qodeinteractive.com/wp-content/themes/chapterone/framework/lib/icons-pack/dripicons/dripicons234e.css	(from https://chapterone.qodeinteractive.com/)
01:46:33	21769/21769	---MCZ	200	added ('OK')	text/css	date:Fri,%2019%20Jul%202019%2021:19:00%20GMT	https://chapterone.qodeinteractive.com/wp-content/themes/chapterone/framework/lib/icons-pack/elegant-icons/style.min.css?ver=5.5.7	C:/Users/q/Downloads/BookLover/n/chapterone.qodeinteractive.com/wp-content/themes/chapterone/framework/lib/icons-pack/elegant-icons/style.min234e.css	(from https://chapterone.qodeinteractive.com/)
01:46:33	51215/51215	---MCZ	200	added ('OK')	text/css	date:Fri,%2019%20Jul%202019%2021:19:00%20GMT	https://chapterone.qodeinteractive.com/wp-content/themes/chapterone/framework/lib/icons-pack/font-awesome/css/fontawesome-all.min.css?ver=5.5.7	C:/Users/q/Downloads/BookLover/n/chapterone.qodeinteractive.com/wp-content/themes/chapterone/framework/lib/icons-pack/font-awesome/css/fontawesome-all.min234e.css	(from https://chapterone.qodeinteractive.com/)
01:46:33	51284/51284	---MCZ	200	added ('OK')	text/css	date:Fri,%2019%20Jul%202019%2021:19:00%20GMT	https://chapterone.qodeinteractive.com/wp-content/themes/chapterone/framework/lib/icons-pack/ion-icons/css/ionicons.min.css?ver=5.5.7	C:/Users/q/Downloads/BookLover/n/chapterone.qodeinteractive.com/wp-content/themes/chapterone/framework/lib/icons-pack/ion-icons/css/ionicons.min234e.css	(from https://chapterone.qodeinteractive.com/)
01:46:33	42465/42465	---MCZ	200	added ('OK')	text/css	date:Thu,%2026%20Sep%202019%2013:26:29%20GMT	https://chapterone.qodeinteractive.com/wp-content/themes/chapterone/framework/lib/icons-pack/linea-icons/style.css?ver=5.5.7	C:/Users/q/Downloads/BookLover/n/chapterone.qodeinteractive.com/wp-content/themes/chapterone/framework/lib/icons-pack/linea-icons/style234e.css	(from https://chapterone.qodeinteractive.com/)
01:46:33	7028/7028	---MCZ	200	added ('OK')	text/css	date:Thu,%2026%20Sep%202019%2013:26:29%20GMT	https://chapterone.qodeinteractive.com/wp-content/themes/chapterone/framework/lib/icons-pack/linear-icons/style.css?ver=5.5.7	C:/Users/q/Downloads/BookLover/n/chapterone.qodeinteractive.com/wp-content/themes/chapterone/framework/lib/icons-pack/linear-icons/style234e.css	(from https://chapterone.qodeinteractive.com/)
01:46:34	10579/10579	---MCZ	200	added ('OK')	text/css	date:Thu,%2026%20Sep%202019%2013:26:29%20GMT	https://chapterone.qodeinteractive.com/wp-content/themes/chapterone/framework/lib/icons-pack/simple-line-icons/simple-line-icons.css?ver=5.5.7	C:/Users/q/Downloads/BookLover/n/chapterone.qodeinteractive.com/wp-content/themes/chapterone/framework/lib/icons-pack/simple-line-icons/simple-line-icons234e.css	(from https://chapterone.qodeinteractive.com/)
01:46:34	11425/11425	---MCZ	200	added ('OK')	text/css	date:Thu,%2008%20Oct%202020%2012:40:11%20GMT	https://chapterone.qodeinteractive.com/wp-includes/js/mediaelement/mediaelementplayer-legacy.min.css?ver=4.2.13-9993131	C:/Users/q/Downloads/BookLover/n/chapterone.qodeinteractive.com/wp-includes/js/mediaelement/mediaelementplayer-legacy.minc270.css	(from https://chapterone.qodeinteractive.com/)
01:46:34	4186/4186	---MCZ	200	added ('OK')	text/css	date:Thu,%2008%20Oct%202020%2012:40:11%20GMT	https://chapterone.qodeinteractive.com/wp-includes/js/mediaelement/wp-mediaelement.min.css?ver=5.5.7	C:/Users/q/Downloads/BookLover/n/chapterone.qodeinteractive.com/wp-includes/js/mediaelement/wp-mediaelement.min234e.css	(from https://chapterone.qodeinteractive.com/)
01:46:34	115691/115691	---MCZ	200	added ('OK')	text/css	date:Wed,%2002%20Oct%202019%2012:01:27%20GMT	https://chapterone.qodeinteractive.com/wp-content/themes/chapterone/assets/css/woocommerce.min.css?ver=5.5.7	C:/Users/q/Downloads/BookLover/n/chapterone.qodeinteractive.com/wp-content/themes/chapterone/assets/css/woocommerce.min234e.css	(from https://chapterone.qodeinteractive.com/)
01:46:35	13201/13201	---MCZ	200	added ('OK')	text/css	date:Tue,%2017%20Sep%202019%2013:30:45%20GMT	https://chapterone.qodeinteractive.com/wp-content/themes/chapterone/assets/css/woocommerce-responsive.min.css?ver=5.5.7	C:/Users/q/Downloads/BookLover/n/chapterone.qodeinteractive.com/wp-content/themes/chapterone/assets/css/woocommerce-responsive.min234e.css	(from https://chapterone.qodeinteractive.com/)
01:46:35	1342/1342	---MCZ	200	added ('OK')	text/css	date:Mon,%2003%20Feb%202020%2010:56:22%20GMT	https://chapterone.qodeinteractive.com/wp-content/themes/chapterone/assets/css/style_dynamic.css?ver=1580727382	C:/Users/q/Downloads/BookLover/n/chapterone.qodeinteractive.com/wp-content/themes/chapterone/assets/css/style_dynamic324e.css	(from https://chapterone.qodeinteractive.com/)
01:46:35	28696/28696	---MCZ	200	added ('OK')	text/css	date:Tue,%2017%20Sep%202019%2013:30:45%20GMT	https://chapterone.qodeinteractive.com/wp-content/themes/chapterone/assets/css/modules-responsive.min.css?ver=5.5.7	C:/Users/q/Downloads/BookLover/n/chapterone.qodeinteractive.com/wp-content/themes/chapterone/assets/css/modules-responsive.min234e.css	(from https://chapterone.qodeinteractive.com/)
01:46:35	214/214	---MCZ	200	added ('OK')	text/css	date:Mon,%2003%20Feb%202020%2010:56:22%20GMT	https://chapterone.qodeinteractive.com/wp-content/themes/chapterone/assets/css/style_dynamic_responsive.css?ver=1580727382	C:/Users/q/Downloads/BookLover/n/chapterone.qodeinteractive.com/wp-content/themes/chapterone/assets/css/style_dynamic_responsive324e.css	(from https://chapterone.qodeinteractive.com/)
01:46:35	203700/203700	---MCZ	200	added ('OK')	font/ttf	date:Wed,%2024%20Mar%202021%2017:49:29%20GMT	https://chapterone.qodeinteractive.com/fonts.gstatic.com/s/cormorantgaramond/v10/co3YmX5slCNuHLi8bLeY9MK7whWMhyjQAllfsA-N.ttf	C:/Users/q/Downloads/BookLover/n/chapterone.qodeinteractive.com/fonts.gstatic.com/s/cormorantgaramond/v10/co3YmX5slCNuHLi8bLeY9MK7whWMhyjQAllfsA-N.ttf	(from https://chapterone.qodeinteractive.com/)
01:46:36	206040/206040	---MCZ	200	added ('OK')	font/ttf	date:Wed,%2024%20Mar%202021%2017:45:55%20GMT	https://chapterone.qodeinteractive.com/fonts.gstatic.com/s/cormorantgaramond/v10/co3bmX5slCNuHLi8bLeY9MK7whWMhyjYp3tP.ttf	C:/Users/q/Downloads/BookLover/n/chapterone.qodeinteractive.com/fonts.gstatic.com/s/cormorantgaramond/v10/co3bmX5slCNuHLi8bLeY9MK7whWMhyjYp3tP.ttf	(from https://chapterone.qodeinteractive.com/)
01:46:36	203760/203760	---MCZ	200	added ('OK')	font/ttf	date:Wed,%2024%20Mar%202021%2017:51:28%20GMT	https://chapterone.qodeinteractive.com/fonts.gstatic.com/s/cormorantgaramond/v10/co3YmX5slCNuHLi8bLeY9MK7whWMhyjQWlhfsA-N.ttf	C:/Users/q/Downloads/BookLover/n/chapterone.qodeinteractive.com/fonts.gstatic.com/s/cormorantgaramond/v10/co3YmX5slCNuHLi8bLeY9MK7whWMhyjQWlhfsA-N.ttf	(from https://chapterone.qodeinteractive.com/)
01:46:36	40340/40340	---MCZ	200	added ('OK')	font/ttf	date:Wed,%2003%20Nov%202021%2017:20:35%20GMT	https://chapterone.qodeinteractive.com/fonts.gstatic.com/s/josefinsans/v20/Qw3PZQNVED7rKGKxtqIqX5E-AVSJrOCfjY46_GbQbMhhKg.ttf	C:/Users/q/Downloads/BookLover/n/chapterone.qodeinteractive.com/fonts.gstatic.com/s/josefinsans/v20/Qw3PZQNVED7rKGKxtqIqX5E-AVSJrOCfjY46_GbQbMhhKg.ttf	(from https://chapterone.qodeinteractive.com/)
01:46:36	40320/40320	---MCZ	200	added ('OK')	font/ttf	date:Wed,%2003%20Nov%202021%2017:20:34%20GMT	https://chapterone.qodeinteractive.com/fonts.gstatic.com/s/josefinsans/v20/Qw3PZQNVED7rKGKxtqIqX5E-AVSJrOCfjY46_DjQbMhhKg.ttf	C:/Users/q/Downloads/BookLover/n/chapterone.qodeinteractive.com/fonts.gstatic.com/s/josefinsans/v20/Qw3PZQNVED7rKGKxtqIqX5E-AVSJrOCfjY46_DjQbMhhKg.ttf	(from https://chapterone.qodeinteractive.com/)
01:46:37	40360/40360	---MCZ	200	added ('OK')	font/ttf	date:Wed,%2003%20Nov%202021%2017:21:07%20GMT	https://chapterone.qodeinteractive.com/fonts.gstatic.com/s/josefinsans/v20/Qw3PZQNVED7rKGKxtqIqX5E-AVSJrOCfjY46_ArQbMhhKg.ttf	C:/Users/q/Downloads/BookLover/n/chapterone.qodeinteractive.com/fonts.gstatic.com/s/josefinsans/v20/Qw3PZQNVED7rKGKxtqIqX5E-AVSJrOCfjY46_ArQbMhhKg.ttf	(from https://chapterone.qodeinteractive.com/)
